commentText,likes
impressive!,0
He totally looks like Simon Pegg  lol,0
the only problem is that everyone will get mad that their pieces aren't as big as anyone else's :D,0
"...Don't you have friend?
Finding others to share a big cake gives you greater satisfaction than finding a way to prevent it dry...",1
"it was the most british how-to-do-video ever. Is realy funny how it was made seriously, not as a joke or a prank to people actually have a lot more work and mess with any cake..",0
This is how you cut wedding cake,0
Just eat the whole cake at one sitting. Simple ;),0
"When Alex was saying about a 100 year old idea by a brilliant mind, I had already guessed how he'd cut the cake. I'm surprised, it seemed simple and logical..",0
It also works quite well with a watermelon,0
doesnt the rubber band cut into the cake on the sides?,0
Dang I  though I came up with this...,0
This is my favorite video on YouTube.,0
By the way just use plastic food wrap instead of the rubber band.,0
I want cake now.,0
how do you put the cake together if the cake is covered with whipped cream.....?,0
"Doesn't seem like this would work well with a buttercream-iced cake or it would at least make a huge mess. Then on day five, you have a huge glob of icing or fondant. They have this stuff called plastic wrap now. It's amazing stuff that keeps food fresh.",2
Forever alone way to cut cake. Lol,0
"If you eat the cake in less than a day, it really doesn't matter how you do it",6
But my cake are so soft and good that even the rubber band will cut through my cake and make it look sad.,0
What is this leftover cake he speaks of?,1
Ain't nobody got time for that,0
this is crazy russian hacker science,0
What is the point of being able to keeps it fresh for couple days later but no one willing to share your birthday cake on your birthday...,0
There is never a following day for any cake in my home...,0
"The pieces cut out with this method have like no icing at all, which is basically my favorite part. The triangle peices have more icing so traditional method is superior.",0
Your voice is so irritating,1
is this a cling film commercial？,0
"How I eat a cake: take it in your hand, shove it in your mouth, enjoy the goodness, no need for day 2,3 and 4.",0
"ลำบากมั้ย?
ถามใจตัวเองดู....",0
My way of cutting that cake is you know cutting it like... eating the whole cake ;-;,2
selfish way 2 give a piece of cake to friends!,0
The cake is a lie.,5
"A team of mathematicians and scientists at Numberphile discovered this! Numberphile research labs, of course!",2
"Good method if you have no life and you are eating birthday cake by yourself,but if you have friends family coming, that could be an issue cutting like that,because cake is gonna be eaten immediately either way  ;D",0
This is so wrong. You get way more icing cutting it the standard triangular way.,0
or you could just eat the entire cake all in one go therefore maximizing the diabetes and the freshness at the same time!,1
Or... Get a cake shaped like a rectangular prism! :-),0
"mathematical  loner..nicely  put...not  all  mathematicians  are  like  that.
.
.
cried  tears of  laughter watching  that  process.
.
.
such  humorous  scientist  can't  be  loner.",0
I Dont need to cut the cake that way... Because it was consume all of it and I make sure every one enjoys the cake,0
"I think if your cake is lasting until Day 3, you aren't eating your cake correctly.",0
"Try it on a cream cake, please.",0
"So... What if your family, relatives and friends will eat the whole cake in 1 day, shouod you still slice it that way?",0
Originally only 2 side will be dry now 8 sides will be dry by making them into 4 pieces... Way to complicate things and making it worse.,0
Not all cakes are made of fondant. I like my cakes with whipped frosting. It wouldn't be easy pushing the cake together without having a mess..,0
"I use an adjustable pie gate. They're cheap, keep the exposed part of a cake or pie fresh, and I don't have to cut them all wonky or put excessive hands and rubberbands on my food.


Cool to know this way though.",0
"nope, not cool",0
having the taste of the old shitty rubberband around my cake is way worse then some dried up cake side....,56
"Just cover it with something for the night, no need to cut the cake with abnormal ways, no special mathematics needed.",0
So what if you only want one slice?,0
"Not only does the cake stay moist , you also get an infinite process, which mean infinite cakes.",10
The satisfying snap of the elastic bands.,0
a cake you cant finish in 2 days is a cray cake,25
I figured that out by myself. Does that make me a genius?,0
Just put the cake in a box in the fridge. Problem solved.,0
the point of cutting it in a triangle is so you can enjoy more icing near the end! satisfaction increases as you finish! giving you the best pleasure! if you cut in uniformly you will be uniformly pleased.,0
"I would never cut the cake... I would eat it whole, without thinking about the gastronomic repercussions of course...",0
"So much for ""easy as cake"", now I'll have to pick a different easy object when this takes off to hope to make any sense to anyone.  And I'm sure THAT thing will get all sciencey too at some point.  Thanks science.",0
"If the whole cake isn't eaten on the same day I cut the leftovers into the pie-shaped wedges, wrap each in waxed paper and freeze. Then just take out 1 piece at a time.and if you take off the paper before the icing thaws it doesn't get stuck to the paper",1
it doesn't matter how you cut it as long as you eat it afterwards!,0
"As much as I appreciate the glory and beauty of mathematics, this is a stupid way to cut a cake.",0
I might try this... if cake EVER lasts longer than one day in my house... And I can just see kids arguing over cake sizes being uneven amounts of frosting on each piece as they get closer to the end...,0
So maybe let's just eat a whole one at once.,0
"when i eat my cake i don't care how i cut it. i just eat it .

And when i get another people cake. i also don't care how they cut it. i just fcking eat it .",1
The cake is a lie.,0
the cake is a lie,0
"This way sucks. You'll just make a mess all over the place. Store it right in the fridge and it will be as good, if not better, the next day too.",0
Now I want some cake...,2
"Hmm, same can be done to bread, I'll try next time.",0
"So nice, but how about cutting in a ""traditional way"" and before putting into the fridge cover it by plastic bag or aluminum foil? Some of cakes just cannot be moved together because of its consistency.",0
How many people ever buy a whole cake and have just one slice for themselves? Eh each to their own I guess.,0
"Interesting, but...does anyone eat birthday cakes alone at home? :S
What the hell, eat it all, have fun!",0
Cling Film?,0
"i dont know about every one else, but i normally just put some glad wrap over the cake before it enter the fridge.... so much simpler.",0
December 20 is my birthday :),0
"Enough, just get clingfilm!",0
"I'd cut the cake that way, but the rubber bands being cut makes me sad.",97
"Wait... Who has cake left for day 2? It goes down in the first day (and night, mind you)",1
The best way to cut a cake is eat it all at first day.,1
Why not store the cake on a plate its side and cut vertically? That way you don't have to worry about the rubber bands and the plate should theoretically keep the cake moist enough to be satisfying.,0
"I hope that people realise that this was just a fun video that was never expected to go viral, and was just a little niche thing that is quite interesting and new. Also ITS A FUCKING CAKE. WHY DO YOU CARE SO MUCH IF YOU DISAGREE THEN JUST DON'T USE THIS METHOD.",1
Just use a cake box to keep it moist,0
correct way to cut a cake for 'mathematical loners' who does not share their cake.. haha,5
"Ehhh, it's clever, but doesn't work so well in the US. Cakes tend to be buttercream here, so you get icing all over your hands when you push it together, and then your elastic band sinks into the icing.",0
"what if I get a rectangular cake? What do then? Also, I think the only thing that comes in circles where I live is pie, cheese, and some other bread based food but not cake, so maybe it is the correct way to cut pie as well? Maybe?",0
Or cling film.,0
This is why cupcakes are better.,0
"Couple things- First, I don't want to have to rubber-band my cake. That's too complicated. Second- what about if you have a square cake? Because where I am, a lot of cakes are square or rectangular.

Great video, though.",14
"maybe even a smart method if you get the whole cake just for yourself :) but you usually don't, so better stick with the traditional ""wrong"" way of cutting- everyone gets a equall portion amd no rubber band is needed :)",0
"""The mathematical loner"", omg. the best",0
Apparently scientists don't realize that smashing parts of a cake together and putting rubber bands around it will ruin the cake.,1
"Halfway mark of the video I was like, ""Oh come on, tell us already how""

Also, this is very impractical for cakes with with softer cream-like kind of icing. It's very messy to clump the pieces towards each other. I think the reason why we traditionally cut our cakes that way is to distribute the cake and icing evenly for each serving.
I never encountered a cake in our house that'll last for that long anyway. Haha.",7
"Hi +Numberphile, could you make a video about the Cake Number (https://en.wikipedia.org/wiki/Cake_number), how it's proved, and demo to get 15 pieces in 4 cuts? ;)",0
Ain't nobody got time for that... but it's clever.,1
"Haha ""next day"", so funny, made my day :)",2
I want cake now... Also happy late bday,0
Forever alone... don't you have friends to share the cake with?,0
"He is scientist, most likely cake is fulled of gmo and autism chemicle. AWAKEN SHEEPLES!",2
That's also hiw you steal pizza without anyone noticing,37
so what about  washing hands?,0
There is no way on earth a cake will last any more than a few hours in my house.  Therefore this advice is of no use to me I'm afraid. 😊 nom nom nom.,1
"If you were more than 7 persons, use the bad way cuz nothing of the cake will remain.
Also the new way is somehow a Stingy way :p",0
Another thing I now know that I didn't know I needed to know until I knew it.,0
What if your round cake has soft icing?  How do you put the rubber band around it with soft icing?,0
how is this numberphile most viewed vid?,2
"No, No, NO, the second cut allows way too much air into the cake bits - actually TWICE as much air, as the first cut. You can't contribute MATH to cake freshness, the relationship does not ""compute"" . You either have a perfect mathematically cut cake - OR a perfectly cut cake with the most fresh ends. Simply pushing the cake together does NOT stop air from enveloping the cake cut surface. After all you did not make an ""air tight"" connection with the two halves. Now cutting again DOUBLES the amount of air hitting even more sq. centimeters of cake. I can cause LESS air to envelop the surface by wrapping the cake in plastic wrap, where as your method delivers and endless supply of fresh air to the cut cake surface. So in conclusion a piece of plastic wrap on the ""traditional"" cut works far far better than this ""new math cut""",4
Get a better food storage container and then you'll be good to go.,1
This only applies if you want to eat the cake by yourself in several days. If you just distribute it between people and finish it in 1 day this doesn't apply. And the first method is easier for distribution.,0
"Oh great, now I am hungry. >.< Who could have guessed that. Great vid =)",0
Just EAT the fucking cake!,0
If I was at a party and someone did this I'd assume they were autistic,185
EPIC FAIL,0
well when i cut i use 2 things ( a fork and a mouth ) ;),0
SARAN WRAP!!! DO YOU USE IT??,0
4:25 After the third slice the cake can't be put together with out exposing some of the inner. At lest not in the way he cut it,0
This is retarded.,0
"Looks like I've been doing this wrong all these years!.  Brady, please consider adapting the principle in the video to a TED talk.  I'd love to see it and think Numberphile could benefit from the additional exposure.",0
No thanks!Too much effort in cutting a cake.. in my house it'll be gone one day. I'll stick to triangles,0
Wouldn't using plastic wrap make the frosting taste less like rubber?,2
The Scientific Way to Cut a Cake...if you're a loner.,3
"The original ""bad"" way ensures equal distribution of icing, provided that each slice subtends the same angle.  In Alex's method, you can't ever just eat a single piece.  You have to cut two pieces each time in order to squeeze the two halves back together.  If you consume only a single piece, you have the same problem that one has with the original method.",65
Halve your cake and eat it too,0
"Or... how bakeries do it, cover the sliced parts with baking paper... or cover the whole thing in plastic wrap. Moral of the story, just make sure its not in open air.",0
"Do you know what else will stop your cake from getting dry? This magical thing called ""cling-film"". I know! Crazy.",0
UR N FGOT :-),0
"NOOOOOOOOO every slice of cake is smaller than the previous 
The worst way to cut a cake SMH.",0
Easiest solution : buy a square cake,29
SAD,0
I think I'd rather have a partially dry cake than one that has been molested by unwashed hands and uncleaned factory rubber bands..,51
This video is only about 6 months old and yet it's already Numberphile's most popular video.,0
00:55. Sorry this is ridiculous. Who starts eating a cake and leaves some?!,3
People realized that's a way to STEAL PIZZA WITHOUT GETTING CAUGHT !,0
"Having your cake and eating it too! It is really a good idea. Let's say a family is having a cake one night and cut it the ""scientifically correct way"" then a couple of days later just cut it whatever way seems most fair. It is a revolution in cake eating. For single people - they will have to choose a compromise a diminishing cake to frosting ratio or cutting their cake old school while alternating sides for less dryness. If non of these compromises can lead to satisfactory cake eating then I guess math will have to give way to craft and crafty storage warping...I guess my point is let me get to that cake already.",0
The correct way to eat a cake is on the first day!,27
Dammit. Now I want cake.,1
happy belated bday Brady,393
how you cut the cake *forever alone,0
Woha,0
Oh. My. God.,0
"The solution seems perfect, but the third day we get into a fairness problem if we want to minimize the number of cuts and thus the degradation of the cake.

Supposing two people share, theyr do not get equal sizes the third day and this may cause a great deal of disagreement.

Also, if the number of persons sharing the cake is not 2 or 4, the system doesn't work, so I would suggest that if an odd number of people share the cake, one should use the method of x angle slises where x = 360/n.

Back to the drawing board !!!!

Sorry, I'm no mathematician, just a back to basics engineer",0
Dryness only if it's a frostfree fridge. Clingwrap film much more practical (for most food) than fiddling with and wasting elastic bands.,0
"Cut cake in half down the center.  Eat half.  Tip other half over, preserving moist surface.  Place in fridge.  Come back 1/2 hour later and finish cake, wondering why you obsessed about how to cut it.  Avoid contact with grotty hands and frosting by tipping with knife.  If the bottom dries out in a half an hour, learn how to make a moister cake.  Solved.",5
"Or, if all else fails, Plan B: Cling film.",0
A bottle of Ardbeg 10 at 1:30? Good choice.,0
If the cake is getting eaten in one day it doesn't matter which of the two ways it gets cut..,86
"Or, as an alternative, you can make or buy a very moist American cake and eat it like normal people.",1
"0:00
... It's not my birthday :D",0
stop cutting your rubber bands!  recycle them.,0
"Can anyone tell me the Numberphile video where they state that there are just as many even numbers, as there are all known numbers in the universe? It would help, Thanks!",0
"Hi, big fan, I have a request!
Somebody at work told me that 9 is the real magic number because of all these tricks (most to do with adding up the digits). I struggled to make him understand it's purely because of our base ten number system. 
Could you perhaps explain how base 6 would lead to tricks with 5? Or base n, to n-1?",0
"Just wait until you learn how to cut a cake ""The Russian Way.""",0
+CLARCK CONEMANS,0
Make a video about 6/2(1+2) . TELL THE TRUTH SO WE COULD CLOSE THE CASE!,0
"THIS IS A NUMBERS PUZZLE
Who sees the pattern?

1/2^1 = 2;
1/2^2 = 4;
1/2^3 = 8;
1/2^4 = 16;
1/2^5 = 32;
1/2^6 = 64;

The legit rules of mathematics do not apply.
Start thinking of a way to make these look logical.",0
Please solve faster than light space travel and stop wasting time on cake cutting,1
"Actually, i am cutting my own birthday cake wrongly, but when the next day it is still as soft",0
Oh yeah? Well how do I cut π?,0
In my family we like cake too much so we don't have problem like this! It's all gone in one sitting. No we are not big we just eat cake on special occasions!,1
I don't like cake.,0
,0
"Unless your serving multiple people to begin with and have more of an emphasis on giving everyone an equal piece, in which case the original method is better",2
what if its a cream iced cake,0
"That's exactly what I thought of when you asked what would be a better cutting technique.  Well, the first cut anyways.  After that, I just figured to cut more slices parallel to the first one.

Here's what's wrong with it though.  You are increasing the ratio of icing to cake with every slice.  If you cut radial wedges (the ""classic"" way) you get an equal ratio for every piece.  But your method starts with very low icing-to-cake ratio (as the size of the cake approaches infinity, the ratio of the first slice's ratio approaches the ratio of the thickness of the icing to the thickness of the cake), and continuously increases as the cutting continues, approaching infinity.

I don't want to get one of those final 4 pieces that tastes like icing, rubber, and human hands.",13
rubber band on a cake??? hmmmm....i don't know...it doesn't sound very sanitary!!!,0
For the next episode can u do one about why a to the power of n plus b to the power of n equals c to the power of n and why that can never work,0
"This won't work in my country.
The cake in my country is full of sponge and cream on surface .
If you try to tied it up with rubber bands it will squeeze your cake in half.
I wonder what it is on surface of your cake.
Sorry for the bad English though",0
"Problem is most of the cakes cannot be cut and served like that.Ones including cream, fruit, or others",3
...or you could just eat the whole cake.,2
So smart !,0
This is amazing!,0
"interesting but definitely not the best way. 
It will cost a lot of trouble to stick it back together unlike you using your bare hand. :/",0
The cake is a lie,0
Or you can get some friends and be done with the cake on day 1,0
"Obviously not for those fancy cakes with the ""holy-shit package"" all around it. Good luck pushing that back together, hehe.",1
Hmm I feel like if the cake didn't have a hard shell you can't really squeeze it together without ruining it,0
What about those cake with cream all around it?,0
有奶油的蛋糕你也要用橡皮筋固定他再切嗎...我覺得不實用...,0
"sorry, but it is a fool way...
we ain't got time for this xxxx",0
Make movie about Euler's identity. Please,0
"... I thought people would eat a cake IN A SINGLE DAY! Just an opinion, why would you eat cake for no reason? nothing is special anymore AFTER your b-day, you should eat it ON your B-day to make it feel more special.",0
So funny! And cool to know.,0
Instead do rectangular cakes _;,0
The very last pieces will have most of the frosting while the first slices don't. At least with the triangle method the slices stay consistent.,0
classic first world problem.,0
"Although I'm not teaching maths, I've found this video very useful for my students. Thanks.",0
"If you are sharing your cake then everyone get's a different size, although if it is your birthday it would make sense you get the biggest piece.",0
"Well... I always solve that ""cake-problem"" the easy way: Eating the whole cake the first day ^-^",0
"On ne dit pas ""un camembert"" en France, on dit simplement ""une part"" (de gâteau)... que de clichés !",1
Which reminds me! You can do the same thing with chocolate bars as well.,0
6million views for cutting cake,0
what a load of crap. This is why I unsubscribed this channel...,0
THIS IS SO STUPID THE FIRST PEICE OF CAKE WILL HAVE A LOW FROSTING TO CAKE RATIO WHILE THE LAST PEICE WILL BE MOSTLY FROSTING. WITH REFRIGERATORS ARE CAKES ARENT GOING STALE. LASTLY RUBBER BANDS ARE UNSANITARY,0
C'EST UN VRAI MODELE,0
Leave cake overnight?.... this is madness,0
It's my birthday today! :D 20 years of curiosity right here!,0
So many broken rubber bands D:<,0
Make a video about squaring negatives,0
1.0000000001^10000000001 is very close to e. Do a video on that shit son.,0
"Numberphile, what is the ""wrong way""?",0
"But by leaving the edges of the cake til last, it means that the first pieces will have  significantly less icing to cake ratio, whereas those cut on later days will arguably have to much icing. I think that's why cakes are traditionally cut in wedge shapes rather than like this",0
"How come you didn't use a cake with normal icing, instead of fondant?",0
your step one would definitely NOT work at a birthday party..who cuts one piece and then wraps it up ...your talking a birthday cake here ..there is going to be at least 10 slices needed here  right away  ...there might might be one piece left over...only on very large cakes have there been leftovers...and the next day ..everything was fine ..put it in Tupperware or use ceran wrap .....and a cake that small and sometimes bigger ...the whole thing ends up gone ....sorry Im not having problems with cutting wedges ......i guess  this is for a person with a cake and no guests......awe. so sad .,1
"They should have cut the cake into a spiral strip. Then cut only the length you need, tighten it down, and smear some frosting on the infinitesimally small edge.",0
"seriously, does it take more than a day to eat cake?",0
"Nice! ...my birthday is coming up. I'll try that Thanks!😉...& when you think about it, it does make more sense.",0
This seems like a lot of work when I can just put plastic wrap on the cake and be done with it haha,2
"Cakes are not typically prepared to be mushed together sideways (unless it's small and has a nice icing) and the introduced method is also clumsy on cakes of larger sizes, both because a large slice is harder to move around and because the traditional method allows for a much smaller slices. But nice video nevertheless!",0
I WANT THAT CAKES D:,0
OH MY WORD! THE VIEW COUNT'S FIRST THREE DIGITS ARE SIX SIX AND SIX! HALF LIFE THREE CONFIRMED!,0
ZZZZZZZZZZZZZzzzzzzzzzz,0
#SolarEclipse !!!,0
rubber bands? o.O,0
Não é mais fácil colocar dentro de um Tuppeware?,0
What if it was a soft cake made of cream...I would rather eat a bit dry cake then one with the taste of rubber.,0
eat cake in day 1,0
Did anyone else guess this before he did it?,0
all my life ive been lied too >_<,0
I love math <3... and cake ;) I do a lot of videos like this too!,1
"This is a great concept and, in theory, quite reasonable but here in the States, homemade round cakes are generally covered in frosting not a lovely ganache! When you consider this, moving the two sides together and placing a rubber band around it is quite impractical. Better to just get all your friends together and eat the whole damn thing on day one! :-D",0
Solution- eat all the cake on the first day 😀🍰,0
invite friends and then there remains nothing,0
Lol I thought he said The Grapes of Wrath for a second,0
Autistic way of cutting cake,0
"If it not you birthday any more, the cake is a lie",0
My cake doesn't see day 2,0
What kind of introvert does not finish a cake within 2 days?,0
cake is a lie.. no actual cake was filmed in this video. its ur illusion guys!,0
brilliant,0
"I don't see the advantage of doing it this way...
Only one feature is improved: freshness. Other scientifically measurable metrics are obviously decreased this way: time to get a slice, freedom to chose slice size, usage of bare hands, usage of rubber bands, types of cake that this applies to.
Clearly, certain fields of knowledge are always going to be lead by Empiric knowledge rather than Scientific one.",0
"Meh.  What if you're eating more than one piece of cake at a time? What if your icing isn't stiff like that, and mooshing the two halves of cake back together leaves you with icing all over your hands? 

Seems much easier to just cut it like a pie and gently place a piece of plastic plastic wrap in the hole left behind... As long as the exposed cake surface is covered by the plastic it won't dry out.  No rubber bands or awkward slices needed.",0
Nope Nope Nope Nope Nope Nope Nope Nope Nope,0
He use a good knife also.,0
"So you want to cut it in a way so the exposed cut sides don't dry out- this problem NEVER happens in our household because we eat it all before it gets chance to dry out. And yes, we're all greedy fuckers in our house, thank you.",1
classic way happy and play more time than math cut cake,0
ممتاز,0
"the worng way is the right way when you have to divide equally among many people.
Happy B-day! :)",0
"This ""solution"" is not really practical.  It requires an awkward way of cutting, removing cake, manhandling the rest of the cake, and finally placing a...rubber band around your cake which may not be clean.  Not to mention this would only work for smaller cakes and be completely impractical on larger cakes.  But regardless, if you seal up your cake in a container and take out most of the air and DON'T PUT IT IN THE FRIDGE (who puts leftover cake in the fridge after just the first night?) it will be fine and delicious the next day....I actually can not believe you said the triangular slice is not satisfying either.  That's an opinion at best.  It's incredibly satisfying eating cake that way.  I can't believe anyone was so bold as to say this is the ""correct way"" of cutting a cake.",2
Lol Like cakes will actually  last more than one day in our house,0
Cakes never last more than one day in our house so this shit  is useless,0
You eat cakes with rubber bands? Science ia stupid.,0
You're maximizing your frosting contents on last dry pieces of cake?,2
Are you serious?,0
Cool!!!!!!,0
I feel like I'm watching porn... Mmmhm... Cake,0
"This is pathetic. It all rests on the assumption that you buy a birthday cake and only eat one piece! Whenever I've been to a birthday party there's usually more than one person so the traditional way of cutting the cake poses no problems.
Seriously, who buys a birthday cake and eats only one slice?lol they must be very lonely.",0
"Your way is bad!. It's get eaten in one go :-) Numberphile! , honestly, is a bad way to describe surfice area vs mass :-)",0
I would just eat the whole cake. It's a lie anyway.,0
"A much butter way, is to have enough friends, that you aren't saving your birthday cake.",0
"I dont like this,... after the third cut there are small exposed parts of the cake, you need rubber bands, every time you get a slice is smaller than the previous one and if you make it thicker then the exposed gap is bigger... for all this trouble you better keep cutting the cake like always and just get some wrapping plastic to cover it and keep it fresh",0
a waste of rubber band?,0
The cake is a lie,0
We don't put rubber bands  on our cakes :-p,0
what if you just want one small slice for one person?,4
"1) Stop touching the cake. I would rather eat dry cake than one someone has touched.
2) Just eat the thing right away and problem solved.",0
"Tas todo shoto chamaco que verga vas a andar poniendole liguitas cada vez que cortas, aparte todo manoseado lo dejas, encima de todo imaginate que solo quieres una rebanada? Tienes que cortar toda la pieza por un puto pedazo que se te antoja y luego de vuelta a la mamadita esa de la liga...sabes que? YA PISA!",0
What does that do to the cake to frosting ratio. That is more important to me. It looks like it starts out with way too little amounts of frosting and eventually gets to be way to much frosting. To get the right ration and still make these cuts you'd have to engineer a cake with all the right frosting in all the right places.,0
"There is NO better way than EATING THE CAKE... right now... don't put it in the fridge, there's no need for that :D",0
"or you could just put saran rap were the exposed pieces are. doing it the way that's suggested in the video, with rubber bands, would only work if your using fondant. and most people I know don't do that. regular frosting would just create a big mess.",0
I've never been made so hungry by a YouTube video,0
"Uhm not to be blunt or anythung, but when you order or buy a cake you buy the cake on the amount of people you gonna have over to give them a slice of cake. So 1st of all you shouldn't have cake left and 2nd who in the hell wants to eat a cake the next day anyway after a day of eating cake drinking (beer or other drinks) stuffing yourselfs withe chips, cheese and all other things ... you really don't want a day after cake. ... so all scientific cutting a cake a side what's the point... eat the cake that day and throw left overs away as it's a dairy product whitch means it not good eating from it more then a day after it's been made anyway.",0
"This is for very lonely people, kind of sad really XD",0
O__O,0
but everyone has diffrent sizes unless you wanna eat the thing by yourself,0
Or you could eat the whole cake at once? :),0
"you've still got cake in the fridge after 3 days !!!!!!!!!!!!!!!!! are you crazy, mine would barely last 1.",0
This is ridiculous.,0
"Sorry guys. But I learned long ago that when it comes to food, it is best not to trust anyone with a British accent.",277
Well everything nice and all but; cake has milk in it so it's better that if you don't try to eat it after 2 or 3 days anyway.,0
or you can eat the whole cake at once,0
Your cake is going to taste like rubber bands ಠ_ಠ,0
"How cute of you, thinking that there will be any cake left after my birthday! haahah",28
I thought this was going to be about Fair Division Cake Cutting methodology :(,0
"Is there a name for the most fair way for 2 people to share a cake and get?  Person A does all the cutting, into an even number of slices. Person B gets first choice on all of his slices (1/2 of them) and Person A gets the remaining slices.  The objective for person A is get the most amount of cake he can (1/2) forcing him to make (or try to make) even cuts because Person B will obviously take the slices that are larger.",0
Good job of exposing your cake to various bacteria by touching the cake and putting rubber bands around it.,0
"Can somebody please explain to this gentleman that if a cake is properly portioned to begin with, there won't be leftovers....NOW, you've gone all willy-nilly; everyone's got different sized pieces of cake, eventually the ratio of cake to icing will be at an unacceptable level....WHO THOUGHT OF THIS? Who eats an entire cake by themselves?! That's like drinking alone or eating a tub of Ben & Jerry's after a breakup...we know better. These solo cake-eating introverts need to expand their horizons and make some friends and share the wealth :)",0
Just eat it all at once.,0
You are here watching numberphile so we assume you are forever alone...,1
"""A Team of Scientists at Numberphile had just discovered the most efficient way to cut a cake.""",1
"ok, but what if you're having a party and want to give everyone a uniform slice of cake? wouldn't you just give everyone a wedge, and then...oh my goodness, COVER THE OPEN PARTS WITH PLASTIC WRAP!! gasp",0
"03:42 Realization

/facepalm",0
Dumbest thing ever. That cake has to suck if the rubber band doesn't cut right through it.,0
my brother doesnt like birthday cake... does that answer your question?,0
Amusing principle demonstrated in a useless way.,0
The sharpie...ahahah.,0
On the Second day what would you do if you only had 1 slice and you didn't want it as big as the first day?,0
Just make cupcakes.,0
Or you could just put the cake in a container and let it stay fresh that way. What you're doing is a waste of rubber bands!,0
"hmm. Might work for fondant cakes if you have a good eye to estimate how much wider to make the slices wider to keep the same volume of cake. 

Won't work for anything merengue-based, or anything covered in whipped cream/creme mousseline. Which is my favourite kind of cake.",0
would not the rubber band be toxic on the cake?,0
¡El pastel es una mentira!,0
"This is why I have a cake caddy. I can cut normal wrong slices, but the exposed sides don't dry very quickly when stored in their caddy",0
Way to go!,1
"Am I the only one that realizes that he just exposed MORE of the cake to air, thus getting ""dry"" or stale?  Mushing the two pieces together, even with a dirty rubber band, will not seal the cake from the air, causing it be stale.  Also, putting your cake in a refrigerator is going to make it dry due to its inherent low humidity.  Sorry, but this video and method is just plain ridiculous.",0
I'm not exactly sure if I'd want to be forced to keep cutting up rubber bands just to slice some cake.,0
"I can still cut a cake the ordinary way, I'll then cover it with a plastic wrap, put it in the fridge and still going to be fresh for the next day. No math required in such case :)

The idea of touching the cake and putting a rubber band around it may subject the cake to more germs and bacteria.",3
"WTF! In my familiy, we eat almost whole cake in 1 day, not day2 or 3 :D",0
Just put some plastic wrap on it when you are done.,0
"Rubber bands over frosting? Really? What is his frosting made of, cement? This video is quite probably the stupidest one I've seen all week.",0
"Dammit, now I want some birthday cake",1
"Well, thats cool and all... but I put my cake in a giant food container. Problem solved. Also...that rubberband isnt going to work with a cream cake.",0
Mmmmm.... cake .....,0
"Or you could just cover the cake by plastic food foil... While I understand the idea behind this cutting, I find it impractical, especially due to the rubber bands. Also, I have never cut out just one ""triangle"", nor did a cake last for longer than two days.

This video is a clear case of how detached from reality the scientific way might be. While I do not argue about the ""dry and horrible"" sides of a cacke, I always used a small piece of plastic food foil to avoid getting the ""dry and horrible"" sides of a cake. Still better than rubber bands...",1
who doesn't cover their cake when they put it in the fridge?,0
"What if it is not frosted in fondant, but buttercream? The frosting wasted by your hands pressing the cake together rah day will leave you with no frosting protecting the entire outside from getting dry making the wedge method actually LESS wasteful.",0
"This is clever, but, personally, I like stale cake",0
"Apparently this was before Saran Wrap... And - who saves cake? All around devour it! It is also unfair to early eaters - they get less icing. Altogether, most unsatisfactory.",0
"Yes, it's great for when I want to eat a whole cake by myself eating only one slice per day. Haha, kidding. It's very cool :P",0
who has cake that last longer then a day.Not here! ;0),0
It is only optimum for one person due to the fact that the pieces are not the same size.,0
"that ""scientific way"" of cutting a cake is ignoring some important principles of putting appealing food on a table. And by the way, we have plastic wrappers and ""special preservation cake containers"" also known as Tupperware. So the video is as absurd as listening to a cook discussing quantum physics",1
"well its useless. According to the fact that, not ever cake is hard enough to move it around! so yea. you can use it only for a loners cake slicing/",0
lol...,0
This satisfies my OCD very much.,0
Now I have known everything there is to be known by humanity..,0
Just cover the cake and it will stay fresh,0
a real birthday cake probably wont last till the next day haha,0
"TOO MUCH TROUBLE, THO' MAYBE SLICING WITH DENTAL FLOSS WOULD MAKE IT A SMOOTHER CUT....BUT I SAY, CUT IN WEDGES AND PLACE A SCOOP ON ICE CREAM ON THE DRY SIDE....(WINK)",0
Do you not have friends ... Why have a whole cake and not share it.,0
I came up with an even better method: Don't worry about cutting the cake at all and eat the whole thing at once. It's as fresh as it can be + you don't have to share.,0
Nice. You should also do a video on cake cutting algorithm.,0
I think it's really sad that you're eating your birthday cake by yourself :'o(,0
"Interesting mathematical information, but what is this sorcery of a cake lasting two days? Does it regenerate? Personally, I've never seen that prodigy of such a long-lived cake. 

Or maybe I just eat too much cake at one go. Maybe that's it.",0
I want cake now,0
"Think mathematically, do it unrealistically.",0
This is just silly. Who takes so long to eat a cake anyway?,0
"Love the video!

The real answer that occurs now is: How wide do I cut each part? I have this lovely strawberry chocolat cake with a diameter of 20cm and I want to eat exactly 1/8 of the cake for 8 days in a row.",1
"I stopped trusting this video the minute they said ""when you leave the cake overnight""",0
"So this is the ""Perfect Way"", it cuts off the all the fun of eating and looking the wedges:)  Besides, how long does it take for all the guests waiting this to be done before they can taste the cake?",0
Ewww...rubber bands on your cake!  Oh I mean elastic bands.,0
Genius!,0
